ASV,Taxon,Confidence,LowestTaxonomy,Kingdom,Phylum,Class,Order,Family,Genus,HexColor,ColorOrder
2da8edbf6ef3cce3bb07c9c3bfa4b57c,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis,0.986594918343115,g__Nocardiopsis,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,#D0D0D0,118
2e0989169ab661597ca335dce6161006,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999924401213496,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
2e0bbe4f86808f0d38a0634d040aea58,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999897730326996,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
2eb2331aab8c9f00dd8a64ec267eb9b1,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium,0.933274297811829,g__Aeromicrobium,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,#D0D0D0,118
2eb3595ebed913db34713428b270a7c4,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia,0.806612231923102,g__Roseburia,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,#BEA89A,76
2eb5d35d0d8422f7b8442e177d484c70,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes,0.999993137616295,g__Anaerostipes,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,#BEA89A,76
2ef2c706ea53d0e0370a0987b4291796,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.972678038654589,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
2f00dc79bc562a0a1dafd8a6507930af,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium,0.84274886025431,g__Aeromicrobium,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,#D0D0D0,118
2f1ad346da1940a1862713a9ac1ca1c0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.991000185812392,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
2f32776e3c9dc14abede5dacd9fa6281,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__GCA-900066575; s__uncultured_bacterium,0.971432768148406,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#98867B,69
2f4b17b0a1a0d44e531c00cec18b4762,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group,0.96818650450889,g__Lachnospiraceae_NK4A136_group,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,#BEA89A,76
2f5408865694f40d7c3834c0d23a7aa2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,0.928826126052073,f__Alcaligenaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<not present>,#EE2C2C,97
2f747fc356f83b10f6dc2f411e08a398,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter,0.868814606403653,g__Glutamicibacter,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,#D0D0D0,118
2f996dd3c706b7187f85bbf8cb0d112a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter,0.816916821426826,g__Colidextribacter,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,#BEA89A,76
2f9bd12cbf15d378e66c38eb9b5e2bce,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.996994433001352,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
2fc254a5734b376a13e4917f97448b90,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium,0.999990737428329,g__Flavobacterium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,#D0D0D0,118
300070708d9e8932a613784f0df966e6,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.999998961624836,f__Comamonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<not present>,#E62727,88
300daf0212f140325b40c9420eef354b,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium,0.921018145956136,g__Fusobacterium,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,#D0D0D0,118
3021cc3637ae83202afbba869fbec684,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium,0.968314349500617,g__Carnobacterium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,#5875DE,55
3072dd27693d1921e410570c0fa041b8,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.99997569862721,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
30ce58789e8c3cf5fe9329d6f09831fd,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.885685617655822,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,#BEA89A,76
30eade24e1d2ffbce0dbeef0ba8dd2cb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,0.985317877289825,g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,#5875DE,55
3131464e558fde564d740462c43a2fd5,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999981661905296,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
31592b9dfc53d29e72a7a004b3a46733,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus,0.848793337774152,g__Vagococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,#5875DE,55
31bd0cc248309ac8dceab6c7f0240934,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,0.998242867184259,o__Bacillales,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,55
31ecb099d6619d179f2419caadd15e52,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus,0.998350196337462,g__Anaerococcus,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,#BEA89A,76
3248dbe763530a8226523b0951d6426f,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium,0.999235250580195,g__Brevibacterium,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,#D0D0D0,118
325227ba3662a45e207c5884d5c9b6c7,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae,0.881624097617172,f__Ruminococcaceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>,#BEA89A,76
33175ffa701bf627e610ded2353cc111,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Tepidimonas,0.995465230986315,g__Tepidimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,#FD3636,94
334c303fe24087b780b4b9ad8b518d02,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_hallii_group,0.999971945452072,g__[Eubacterium]_hallii_group,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_hallii_group,#BEA89A,76
33a7487cf2e9ba2883f7de82fa0e83ce,d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma; s__uncultured_bacterium,0.99855806603036,s__uncultured_bacterium,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,#6683EB,53
33f9758511c6049741b7dca752b99196,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales,0.998627672387757,o__Lactobacillales,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>,#5875DE,55
342c8ede7dd4bff88b64dcf1d8cead40,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999959419631774,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
34c2903d158946009109e9a0db1e45ba,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae,0.977603331184744,f__Ruminococcaceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>,#BEA89A,76
34e27f459365957150db4fbe6354e764,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_agarexedens,0.814242498776979,s__Paenibacillus_agarexedens,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,55
34e880bded57af7e10c062fd0ed0502c,d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Enterorhabdus; s__uncultured_bacterium,0.987436254790372,s__uncultured_bacterium,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,#D0D0D0,118
35bbba1767d0648cca410eb14b7f2d8d,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.999012895654166,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
35fce31b9ed5ead5749b04bfe37929fd,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999960520624927,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
364f11c4fb0aee5e0b15b2f61a29fe64,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999460916853012,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
365dde68f617d067dfa4065b5198a5b8,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__uncultured,0.926468549577971,g__uncultured,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured,#BEA89A,76
369f9f2ad9aefd7ee9663510a95dcf17,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor_muris,0.818071731504964,s__Acetatifactor_muris,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,#BEA89A,76
370c32db781b9d492e5ec20ec7249510,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.994442664332145,f__Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,97
37793c412bd34c0f8ae17cc0a3e7f13f,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.996133770608778,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
37a48e3a24edf935ad41aa35296ca483,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerosalibacter,0.83201074629709,g__Anaerosalibacter,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerosalibacter,#BEA89A,76
37d1e5cb03a9781c96873fdf2a5727ca,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae,0.999999830871786,f__Peptostreptococcaceae,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>,#BEA89A,76
37e381ce8ae4a0d65ad69012968a36f8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.999529106575303,f__Comamonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<not present>,#EE2C2C,97
37f274fa02f81fc4108235c98ab0806d,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,0.999995006518456,f__Alcaligenaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<not present>,#FF3838,77
38501278e83c391932875ce4ade43eb1,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae,0.999917674070044,f__Microbacteriaceae,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>,#D0D0D0,118
38e3662e7aed9d16e3206ed709ff1ab2,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium,0.821153231253817,g__Exiguobacterium,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,#5875DE,55
3936cc515320e9f29d81ffeaa92718e8,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group,0.999946692474596,g__[Eubacterium]_coprostanoligenes_group,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,#A69386,68
39647b3317c212d4592f6830f9a05525,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Saccharibacillus,0.999980870751806,g__Saccharibacillus,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,#5875DE,55
3965c1d5879ca4020bf0d6e270334ddd,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis,0.808335624171373,g__Incertae_Sedis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis,#BEA89A,76
3972fd7673191cbc95c999e3ee75551b,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999861688871376,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
39a2563baadea3039b4839161cffa49c,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium,0.999828761503442,g__Exiguobacterium,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,#5875DE,55
3a0764358e196983a92c200ae59ef327,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group,0.987984135264242,g__Lachnospiraceae_NK4A136_group,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,#BEA89A,76
3a0dfcb5ea9be9a40aca2f1c23819b64,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999931604993698,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
3a3b1d7bbd33c51a85ac2b5a34adf58a,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.998883658445312,g__Nocardioides,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,118
3a42546e0e34c0139a19c13d6eb7e842,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Clostridiisalibacter,0.999997640941878,g__Clostridiisalibacter,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Clostridiisalibacter,#BEA89A,76
3adf7d050c363e29fe851d99c26e98df,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999976279092816,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
3ae88ae0e6fa4be3cd33c36d924f144e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.999709741206311,f__Comamonadaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<not present>,#EE2C2C,97
3b0f94a4b5548901a261dcd0bfe267c3,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.99981384731546,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
3b352dc1c264c37ab003ec4de07d4d29,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,0.993625061930777,g__Bifidobacterium,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#D0D0D0,118
3b61dd34c9dafce5308fb0264c88576c,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Butyricimonas,0.997511612172792,g__Butyricimonas,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,#D0D0D0,118
3b7b47203e0f074dbbb35557d5b16f54,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales,0.999841908254133,o__Enterobacterales,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,<not present>,<not present>,#EE2C2C,97
3bb44d2ba944985fa86a574a41de4310,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.999970772786995,g__Lactobacillus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
3bfd34e4367787d401977ffbffa4c51d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Incertae_Sedis,0.981712843546838,g__Incertae_Sedis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis,#BEA89A,76
3c1362521a539886bb60a60eb997e5c4,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999954300822498,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
3c63d8484c63ea7146f6fe93a4205e7e,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae,0.999999887935079,f__Peptostreptococcaceae,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<not present>,#BEA89A,76
3d327099139207b542aa2cb6cf2f77e3,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.990444987243251,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
3d334014a6c30952365354ad0bd0e19b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,0.844700741081314,f__Alcaligenaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<not present>,#EE2C2C,97
3d3a8ddc20b0bd569792ca42b82cdffe,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,0.985301041090168,g__Enterococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,#006026,1
3da9afa27d36259ff95b40b4d811e637,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus,0.999681255307132,g__Microlunatus,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,#D0D0D0,118
3dbf581b0871866d6ea619c4a6332fff,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_murimartini,0.889283529772113,s__Bacillus_murimartini,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,#5875DE,55
3e017a027e6b1a5f2afab61b8aa0bacf,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.999986303097504,g__Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,#B1D13C,19
3e0a9809f4ac217ce5b09bf3d0df7b5c,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.994930325512995,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
3e5c10b8219a643df7a1d28cdcdef5ec,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales,0.864497574075523,o__Oscillospirales,Bacteria,Firmicutes,Clostridia,Oscillospirales,<not present>,<not present>,#BEA89A,76
3f2ef422c6585158c09b51ea7222b43e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.974968633098151,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,#EE2C2C,97
3f4d3ea6a3f4d93c66db58370aac9133,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae,0.882455357699558,f__Pectobacteriaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,<not present>,#EE2C2C,97
3fc06d81b737cca37b96050022eb3206,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium,0.947277914780844,s__uncultured_bacterium,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,#BDBDBD,110
40291e80e0baa027df2d8fad8ef329a2,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus,0.994362545691585,g__Staphylococcus,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,#E0DA22,30
4067de7299d2b1a3a0dca2e04e9ce238,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae,0.89578261434034,f__Enterobacteriaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,<not present>,#EE2C2C,97
40e6ccb3000bdcc83eb594f307723bca,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella,0.981153134188667,g__Sutterella,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,#EE2C2C,97
40f001241e8460454b87f5538db2239b,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Clostridiisalibacter,0.999994671410372,g__Clostridiisalibacter,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Clostridiisalibacter,#BEA89A,76
410cb28523958c6e602795037489a4ec,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_obesi,0.999897110942,s__Peptoniphilus_obesi,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Peptoniphilus,#BEA89A,76
41424a8f1d02654f9189830b98a5d804,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.999941485553896,g__Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,#97B334,13
4212c930b98d702e6c9b817c0b3b4236,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.999712517421726,g__Nocardioides,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,118
431bb8179fb60b7349228dfb0b7f4209,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_12; s__Clostridium_tyrobutyricum,0.983342062209462,s__Clostridium_tyrobutyricum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12,#BEA89A,76
432af1e519045f6c0214fa7b5222e8d5,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia,0.991041288263525,g__Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,97
