ASV,Taxon,Confidence,LowestTaxonomy,Kingdom,Phylum,Class,Order,Family,Genus,HexColor,ColorOrder
004d919d8ff500a00bfe768062d3e30a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__A2,0.99858377199001,g__A2,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,#BEA89A,76
007a974b0637bc17763c30e89fbe0fec,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.99996623711613,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
00a583fe681a4d78d25ef121e81b84a4,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,0.999995518717992,g__Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,#8CA530,10
00a5c431e0a197d80a5518bd920f3dc7,d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae,0.900540652457476,f__Atopobiaceae,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,<not present>,#D0D0D0,118
00cd29ad3fd41851b4f7804631dd1f5b,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter,0.99985242595767,g__Solirubrobacter,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,#D0D0D0,118
0136150ffab375d5100f0094589b6e1f,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae,0.963298782464962,f__Pseudonocardiaceae,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,<not present>,#D0D0D0,118
014e3bfa7c3d837fe741cd216b8637e3,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999092339088008,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
016e64817806d73a9f07ec0f7a432509,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999734025994659,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
0171c49f232c4b734f10100962c587bb,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium,0.993438667146514,g__Corynebacterium,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,#D0D0D0,118
01f801067c6d90ab4699f775ac0e094c,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-005,0.987631995748678,g__UCG-005,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,#BEA89A,76
022c0a36256fbac952f45e0eee0d37bf,d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__uncultured; s__uncultured_Firmicutes,0.978064389618319,s__uncultured_Firmicutes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,uncultured,#5875DE,55
02ab1247d00749e04a3dfbad8883a6af,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae,0.998999810278602,f__Butyricicoccaceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,<not present>,#BEA89A,76
0386a5cc1aa849d1623bb6c1eff86cf6,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium,0.999864977897625,g__Microbacterium,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#D5D5D5,117
03a11369613f60ae989ec38644c7157e,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.829546452667861,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
03d6c375e365fd327ef7f103f9bafedd,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.999988651346252,f__Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,97
03ef44083625f92f5a7bf06d0468a767,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.997402909750536,g__Lactobacillus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
042e30c9c874019936a5955775732a4f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Kurthia,0.800405733653907,g__Kurthia,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,#5875DE,55
04819b42bf727b5c7145d721aeddd0ac,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia,0.998758395847054,g__Massilia,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,#EE2C2C,97
04bbb7fdf22aec03f7b2e1359878d325,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.999988236922865,g__Nocardioides,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,118
054360f4cf25cb9758d4d17252aff591,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.999398326532877,g__Lactobacillus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
05cc312c5989b436e43a6becebcf87be,d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter,0.915195076892107,g__Turicibacter,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,#5875DE,55
0659b723fb5427bd71c4db8931e9d267,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae,0.999939009720463,f__Nocardioidaceae,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>,#D0D0D0,118
06bd736ea42e776ef074fc8d7c0a5f44,d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39,0.999998193821169,g__RF39,Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,#5875DE,55
0799fa075ef4aa8320d74ec4d61255d2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.996402420831624,g__Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,#EE2C2C,97
07b7b6dbe5ea0c7aba156d9badff42b9,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.999990200877781,g__Sphingomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,#EE2C2C,97
081afdfb1900c2b020833a707fc3a296,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,0.983564292895917,s__uncultured_bacterium,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,#D0D0D0,118
08d1a42d32d59e8f4c5093124018e0c1,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999958831906071,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
08d536e711a1f54809913c6a6f399726,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.999677350713132,f__Rhizobiaceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,97
092ed77816ed6b0ebba74313ab74cb50,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group,0.95804877245459,g__Clostridia_vadinBB60_group,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,#BEA89A,76
094abb944c72fd17d3864128835f052e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ochrobactrum,0.831381006747051,g__Ochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,#EE2C2C,97
09b8241b90b3215ce316571dfb8d411f,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.860558537290732,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,#BEA89A,76
0a43667db92e45f094ab8d975f920750,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_UCG-001; s__uncultured_bacterium,0.999394871611375,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,#BEA89A,76
0aa6489900b8c54a885e8e657a472cc7,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus,0.958393927292313,g__Bacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,#5875DE,55
0b1b0bf3890634fb47663cda3bd499c9,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella,0.999999967390853,g__Parasutterella,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,#EE2C2C,97
0b3b300cfce5978f972fb8e788ab48b0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_coagulans,0.927415323521164,s__Bacillus_coagulans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,#5875DE,55
0b4b3041e048cef74049921698ad8d53,d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Candidatus_Obscuribacter; s__uncultured_bacterium,0.885607269442796,s__uncultured_bacterium,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus_Obscuribacter,#D0D0D0,118
0b636f51f110e7d01c7fe4514e328af8,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999997373200164,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
0b95d78fab4371a3c55414c28a2e5a58,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1,0.987918543150082,g__Clostridium_sensu_stricto_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,#BEA89A,76
0bb42fae58ee656c312ad28ee000456a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_nodatum_group,0.893225637432404,g__[Eubacterium]_nodatum_group,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_nodatum_group,#BEA89A,76
0c2b5f03befd72381d9a129f57cb8ea6,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Tissierella,0.961798959422932,g__Tissierella,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Tissierella,#BEA89A,76
0c36ff5ab7018d4d1601a0bb00d82e83,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Modestobacter,0.991636635583025,g__Modestobacter,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,#D0D0D0,118
0c728016567227c7407154ffe05b12e9,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.9999774158953,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
0c8a081b71a07394329952c833ef4f81,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999983362623724,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
0ccfe5aebeb6acc183356b0f76c3e7d1,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999957034572617,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
0d16bf504afb8fe5526205a80c44e6c6,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.99881346511146,f__Bacillaceae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,55
0d26231aa4c8f03cc3377bb69371aba7,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1,0.998923751391044,g__Clostridium_sensu_stricto_1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,#BEA89A,76
0df1b5a9ddc8566a496227200c7ad947,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium,0.901498807318871,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,#BEA89A,76
0df94897942580d5e293a4333da6130c,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.979359850619907,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
0e252c5a6ac29fadcdb4c4b7e2c9568a,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999315947697,f__Rhodobacteraceae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,<not present>,#CD1515,84
0e270907a1f2b4f38119b38939fc0089,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella,0.999963122906947,g__Weissella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,#5875DE,55
0e404ec7d8014faa7b6412b9b5f99dad,d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__Turneriella,0.999995928882171,g__Turneriella,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,#D0D0D0,118
0e67fc267df65d671b4196690f96e789,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum; s__Methylobacterium_komagatae,0.861605462212676,s__Methylobacterium_komagatae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,97
0e8d1d261a5b6117f1baf2ca8f57754f,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria,0.994326954491387,g__Candidatus_Woesebacteria,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,Candidatus_Woesebacteria,#D0D0D0,118
0ebb9e370e0e9d170067c9433c277d8e,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus,0.999944201613641,g__Anaerococcus,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,#D6BDAD,56
0ed341f42d837d5dce8c16f2617ce667,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.99023168527645,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
0f6022afbe352c1f12210bbab273244e,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.988629271828966,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
0f6aecb9b04953cc2b9cd6ceb34f6c9e,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.966993540307,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
104938feabd8c421e9f87c48feac9527,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__Lachnospiraceae_bacterium,0.999860937787432,s__Lachnospiraceae_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,76
109db53f23f252cee495fb820779e874,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.999968863078047,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
1131d3d8c59d96d7b4cb48b41e16b7a8,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea,0.999962210153844,g__Bosea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,#EE2C2C,97
116a9e387497197ef2530267509840eb,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Kineococcus,0.99991141670414,g__Kineococcus,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,#939393,114
118b8f7826e5ad83e4686cdde80397c1,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__uncultured_bacterium,0.932519297737139,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,#BEA89A,76
11a8385b5764d91770530d1751676db0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.99375617604235,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
120569171bea32565e6409668087d556,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola,0.977437910688164,g__Marmoricola,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,#D0D0D0,118
122a1b651cf49c4a0264049e7cb1e554,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Marvinbryantia; s__uncultured_bacterium,0.887864930073078,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,#BEA89A,76
127f833178fba98454e76b27ac15ba42,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae,0.999750987031726,f__Nocardioidaceae,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>,#D0D0D0,118
13604dd884714286f3f637882827326f,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured,0.881540888834321,g__uncultured,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,#BEA89A,76
136afa1a1797ccef6cf7e998729a51d9,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__uncultured_Cellulosilyticum,0.8421306774532,s__uncultured_Cellulosilyticum,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,#BEA89A,76
13c652d304f15cfe43208c8c2c759456,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured,0.915076768273481,g__uncultured,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,#BEA89A,76
13cc8e83242b23e53e1410a3aee4c8b8,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium,0.996850435407912,g__Corynebacterium,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,#D0D0D0,118
145013bb330f1976cd392e1afc459b39,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,0.862153004559868,s__uncultured_bacterium,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,#BEA89A,76
1478dc6423e5361fa48e992855841c0d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999866941848096,f__Lachnospiraceae,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,76
14ac4eaad5b4e2ff3c071832e0fd4229,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,0.999964907840928,g__Bifidobacterium,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#8E8E8E,99
14b2de7e4eb4d078f2ca57a3a74ecb8f,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Gracilibacteraceae; g__Lutispora; s__permafrost_metagenome,0.997660713633087,s__permafrost_metagenome,Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,Lutispora,#BEA89A,76
14cfff67ce3c569cbfd84eac5b9ea809,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Saccharopolyspora,0.975339858911618,g__Saccharopolyspora,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,#D0D0D0,118
14e9de5bb9ace67a1f0313b1e4ddd12f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum,0.999997488456152,g__Methylobacterium-Methylorubrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,97
16780f5785a1fba1b756de60304ad03d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014,0.999959854212637,g__Clostridia_UCG-014,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,#BEA89A,76
1694b3d4a4fc02941061989a6eb236c7,d__Bacteria; p__Firmicutes,0.83237660708203,p__Firmicutes,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>,#D0D0D0,118
16eaa76c76118aba0181453fb4ea1d05,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae,0.947618882009612,f__Oscillospiraceae,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>,#BEA89A,76
176cfb56adc7209d9a93015f29a62c11,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitaleaceae_UCG-011,0.999568129424104,g__Defluviitaleaceae_UCG-011,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae_UCG-011,#BEA89A,76
177ccaa0c00e74c1319e74bdd7dacca2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,0.999968828414818,f__Alcaligenaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<not present>,#EE2C2C,97
17f6fdff2b5dffd9a26b4e479a84c90e,d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Enterorhabdus,0.971991895385478,g__Enterorhabdus,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,#D0D0D0,118
17f89adefeeae0e7380543a622dc8b12,d__Bacteria; p__Firmicutes; c__Bacilli,0.85260837914345,c__Bacilli,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>,#5875DE,55
182f80fa3aca97ae2810541ad9f6ef64,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia,0.801026389444179,g__Massilia,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,#EE2C2C,97
1919dbfdc005ff04c3ffb01c01d3b9e0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae,0.998659728929887,g__Muribaculaceae,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,#D0D0D0,118
192cd9bb6468002d4683931ee382674c,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_hominis,0.999204496909831,s__Lactobacillus_hominis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#5875DE,55
1981a9145cec1eb85b21d6a985898134,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus,0.969871526208011,g__Anaerococcus,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,#BEA89A,76
