tSNE1,tSNE2,Bodysite
71.73696899414062,54.37150955200195,urogenital_tract
-27.262435913085938,58.20473098754883,nasal_cavity
60.256221771240234,-60.801849365234375,oral_cavity
21.08204460144043,-10.103015899658203,oral_cavity
11.52272891998291,-65.91940307617188,skin
-34.93035125732422,-17.979963302612305,oral_cavity
-63.908512115478516,-39.94472122192383,oral_cavity
5.67119026184082,12.262872695922852,oral_cavity
104.30267333984375,-3.335580587387085,oral_cavity
-84.51111602783203,42.42818069458008,gastrointestinal_tract
11.948616027832031,-72.68880462646484,oral_cavity
-58.48276901245117,-19.145082473754883,oral_cavity
-27.831972122192383,78.89891052246094,skin
41.539093017578125,-71.67424011230469,oral_cavity
-33.44084548950195,-28.85174560546875,oral_cavity
72.72724914550781,20.253192901611328,urogenital_tract
24.202499389648438,77.66931915283203,nasal_cavity
-53.75535202026367,-12.572209358215332,oral_cavity
-71.9345474243164,26.703821182250977,gastrointestinal_tract
-22.508350372314453,60.76420974731445,nasal_cavity
-13.434147834777832,-48.81272888183594,oral_cavity
102.02330780029297,-5.528019905090332,oral_cavity
14.02804946899414,82.59403228759766,skin
4.950171947479248,81.21343994140625,skin
-19.134201049804688,94.60157775878906,skin
-30.894372940063477,83.66718292236328,skin
-15.681800842285156,-67.88472747802734,oral_cavity
-46.895530700683594,-17.54620361328125,oral_cavity
-40.28584671020508,-44.92155075073242,oral_cavity
6.6149773597717285,88.33615112304688,skin
53.14623260498047,39.60723876953125,urogenital_tract
2.381793975830078,-0.35788366198539734,oral_cavity
196.3126220703125,-28.702089309692383,urogenital_tract
-22.44683265686035,52.20330810546875,oral_cavity
42.765621185302734,-39.52667999267578,oral_cavity
0.18041107058525085,-81.77806091308594,oral_cavity
-44.15043640136719,-17.698881149291992,oral_cavity
3.62785005569458,-28.997997283935547,oral_cavity
1.6938811540603638,73.39908599853516,skin
-51.79988479614258,-0.14820894598960876,oral_cavity
115.30648803710938,-4.075656414031982,oral_cavity
55.68014907836914,50.483009338378906,urogenital_tract
-17.308399200439453,47.965911865234375,oral_cavity
-1.8514082431793213,-77.653564453125,oral_cavity
-10.840959548950195,89.96815490722656,skin
-48.18174743652344,-12.363251686096191,oral_cavity
5.34281063079834,88.77015686035156,skin
